0	30.21768
0	30.33108
0.03336	30.32193
0.06628	30.33005
0.09919	30.50808
0.09919	30.30851
0.09919	30.29958
0.09919	13.96197
0.12669	30.39289
0.12669	30.32217
0.12669	30.22967
0.1596	30.25251
0.1596	30.43686
0.19838	30.2767
0.19838	30.43715
0.22588	30.15215
0.25879	30.33994
0.25879	30.40916
0.2917	30.35908
0.2917	30.30526
0.2917	7.45682
0.3192	30.15263
0.3192	30.18786
0.3192	30.07939
0.35257	13.97324
0.35257	30.20247
0.38548	30.30675
0.38548	13.88768
0.38548	30.47463
0.38548	30.20526
0.41298	30.40895
0.4513	30.30547
0.48467	30.46386
0.48467	30.24194
0.51217	30.37199
0.51217	30.11246
0.54508	30.45657
0.57799	30.4068
0.57799	30.42555
0.57799	13.82343
0.57799	30.47505
0.63841	30.35189
0.63841	30.24366
0.67718	30.41872
0.67718	30.40285
0.67718	12.80085
0.70468	30.46163
0.70468	30.26904
0.73759	30.41448
0.73759	30.29988
0.73759	30.09995
0.77051	30.34419
0.77051	30.40426
0.80387	14.01368
0.83137	30.30312
0.86428	30.23561
0.90261	30.33211
0.90261	30.48482
0.96347	30.192
0.99638	30.3628
0.99638	14.04606
1.02389	30.71487
1.0568	30.05603
1.0568	30.31889
1.08971	14.61502
1.11721	30.43161
1.11721	30.38156
1.11721	30.08081
1.11721	30.40324
1.15599	30.24407
1.15599	30.14163
1.15599	30.32859
1.2164	30.29524
1.24931	30.39021
1.28268	30.1917
1.28268	29.44158
1.28268	30.42122
1.28268	30.26164
1.31018	30.30778
1.31018	30.30359
1.31018	30.40688
1.31018	30.24024
1.31018	13.567
1.34309	30.33644
1.34309	30.26877
1.38141	30.15848
1.41478	30.22259
1.41478	30.33509
1.44228	30.18964
1.44228	14.53527
1.47519	30.30212
1.5081	30.28449
1.5081	30.22528
1.5356	30.2639
1.5356	13.55226
1.56852	30.30576
1.56852	13.97489
1.56852	30.11571
1.60729	30.19776
1.60729	30.27551
1.60729	30.28436
1.60729	14.10335
1.63479	30.39763
1.6677	13.92102
1.6677	14.05076
1.6677	11.55402
1.72812	30.14103
1.72812	30.12443
1.72812	30.321
1.72812	30.24033
1.72812	30.41504
1.72812	30.22861
1.76148	30.53271
1.76148	30.09951
1.86022	14.01046
1.86022	30.15035
1.89358	30.17288
1.89358	30.11836
1.89358	30.04263
1.89358	30.16798
1.89358	30.36927
1.92108	14.13017
1.954	30.23569
1.98691	30.21245
1.98691	30.45403
2.01982	30.39357
2.01982	14.51889
2.01982	30.22469
2.04732	30.34799
2.17942	30.31028
2.21278	30.26133
2.21278	30.2581
2.21278	30.22944
2.21278	30.11835
2.24029	30.07818
2.24029	14.01064
2.2732	30.22006
2.31152	30.13929
2.33902	29.94165
2.33902	29.69867
2.33902	15.87894
2.33902	30.0424
2.37239	30.10796
2.4053	29.9462
2.4053	13.79215
2.4053	30.32478
2.4053	30.25242
2.4328	30.37839
2.4328	30.26572
2.46571	30.02813
2.49862	29.90997
2.52613	30.16521
2.52613	30.36495
2.52613	29.83697
2.52613	13.88982
2.52613	30.26093
2.5649	30.49573
2.5649	30.37877
2.5649	30.30383
2.59781	14.37115
2.59781	30.02986
2.59781	30.33586
2.59781	14.21235
2.62531	29.94814
2.62531	30.41759
2.65823	30.32389
2.69159	14.47402
2.7245	30.24739
2.7245	30.20839
2.7245	30.15117
2.7245	14.31572
2.752	30.36857
2.752	29.87062
2.752	30.03469
2.79033	14.4281
2.79033	30.16603
2.82369	30.27143
2.82369	12.32817
2.82369	30.02331
2.85119	30.07833
2.85119	30.27252
2.85119	14.72691
2.8841	30.38797
2.8841	30.37563
2.91702	14.1014
2.94452	30.37825
2.94452	30.23618
2.97743	30.36924
2.97743	29.89709
2.97743	30.42682
2.97743	30.12047
2.97743	30.32132
3.0162	30.24629
3.10953	30.56263
3.10953	30.2079
3.10953	30.09492
3.13703	30.21673
3.13703	30.21183
3.13703	30.27982
3.13703	14.83458
3.1704	30.35865
3.20331	30.34173
3.26913	30.34994
3.26913	30.22601
3.3025	30.23195
3.3025	30.41091
3.3025	14.97032
3.3025	30.3401
3.3025	30.23099
3.33541	30.38453
3.33541	30.29098
3.33541	15.27601
3.36291	30.39334
